attack,defense,param,dataset,model,PSNR_mean,PSNR_std,SSIM_mean,SSIM_std,LPIPS_mean,LPIPS_std
idlg,none,None,cifar10,mobilenet,9.12418825937726,0.4586985195509481,0.011671365995425731,0.013041906233411282,0.4598943591117859,0.105826735496521
idlg,dp,0.001,cifar10,mobilenet,9.105627466492361,0.3921299081849261,0.011658277944661677,0.007812676369212568,0.3970424681901932,0.08585216104984283
idlg,dp,0.01,cifar10,mobilenet,9.118604322471235,0.36881292417475287,0.012346239178441465,0.00866563490126282,0.452831894159317,0.09982332587242126
idlg,lcn,1.1,cifar10,mobilenet,9.133292144789182,0.4025930023023072,0.007785533904097974,0.004539128043688834,0.42975878715515137,0.06978267431259155
idlg,lcn,0.9,cifar10,mobilenet,9.177980156636167,0.28519247492702604,0.024959219619631767,0.0025917664170265198,0.4451098144054413,0.06385764479637146
idlg,lcn,0.7,cifar10,mobilenet,9.18931980720673,0.3609868919005992,0.017256942111998796,0.0024243607185781,0.4446450471878052,0.09196549654006958
idlg,lcn,0.5,cifar10,mobilenet,9.141935171932705,0.4002819492275096,0.01943755429238081,0.005674692802131176,0.4117697924375534,0.0555637925863266
